20160516,718.9500,725.6000,716.1500,725.5500,1616500
20160517,732.3000,739.0000,720.0000,720.0000,3917300
20160518,742.2500,744.6000,727.0000,732.0000,2124500
20160519,730.1000,744.0000,727.5000,738.0000,1745300
20160520,736.6500,740.0000,729.0000,729.0000,1923300
20160523,733.5500,739.8500,732.0000,738.3500,1038200
20160524,739.2500,741.4500,730.0500,735.0000,1395000
20160525,749.3500,750.4000,740.1500,742.0000,1686700
20160526,740.9000,752.0000,736.6500,751.0500,3231100
20160527,757.6000,759.7000,742.6000,742.6000,3045000
20160530,747.5500,763.7000,745.2000,761.1000,1593300
20160531,739.8000,753.3500,736.3500,748.0000,15048100
20160601,734.5500,744.3500,731.7000,744.0000,2246700
20160602,721.3500,739.6000,715.5000,735.0000,4293800
20160603,721.9000,726.4500,720.7000,725.3000,1503300
20160606,724.6000,728.7000,715.6000,722.0000,2040500
20160607,726.7000,731.4500,721.6000,728.0000,2492100
20160608,743.5000,745.0000,728.3500,729.0000,1900300
20160609,753.0500,755.9000,744.0000,748.7000,2778800
20160610,751.0500,758.0000,745.9500,750.0000,5785800
20160613,753.6500,756.0000,741.7000,745.0000,2065100
20160614,752.4000,764.9500,744.0500,755.0000,1646300
20160615,755.2000,757.3000,749.9500,751.0000,979200
20160616,751.7000,754.0000,742.5000,752.5500,1133100
20160617,753.6500,755.0000,747.8500,750.0000,2717000
20160620,770.6500,781.4500,747.8500,749.9500,4132600
20160621,770.1000,775.8000,766.2000,768.5000,1466400
20160622,770.4500,774.0000,766.3000,774.0000,1567000
20160623,769.8000,772.0000,762.0000,770.0000,1292200
20160624,741.8500,746.7000,723.3000,743.9500,3081600
20160627,735.0500,749.0000,721.0000,730.2000,1443700
20160628,713.2000,737.5000,711.1500,729.0000,2842600
20160629,728.4500,729.9500,708.0000,715.7000,2483200
20160630,730.4500,735.4500,726.4000,729.2000,2396900
20160701,731.7000,736.8000,730.0000,735.0000,1011800
20160704,748.3500,750.0000,734.0500,735.0000,1631800
20160705,738.4000,748.0000,732.2000,748.0000,1867800
20160706,738.4000,738.4000,738.4000,738.4000,0
20160707,717.1000,741.0000,715.7500,741.0000,3432500
20160708,721.8500,725.7500,715.0000,715.0000,851300
20160711,716.8000,726.6000,715.0500,722.0000,2124300
20160712,721.3500,723.3000,716.0500,718.0000,1614900
20160713,720.0000,724.0000,716.6000,722.5000,3356500
20160714,728.2500,729.9000,719.6000,721.5000,1084300
20160715,717.5000,740.0000,710.2500,732.9000,2967500
20160718,722.5000,724.7000,715.0000,722.2000,928600
20160719,730.1500,731.7000,717.7500,717.7500,1734700
20160720,730.0000,731.9000,716.6000,724.9000,1222200
20160721,723.5500,730.9000,720.1500,730.0000,885000
20160722,729.2000,730.0000,721.6000,725.0000,914300
20160725,740.4000,741.0000,725.0000,729.5000,1488300
20160726,745.2500,747.4000,736.2500,738.9000,1349100
20160727,753.5000,754.9000,742.5000,747.0000,1677200
20160728,750.8000,758.9500,746.1000,757.5000,2277000
20160729,752.9500,758.0000,745.5000,749.0000,847300
20160801,780.4500,791.0000,752.5000,753.0000,3026500
20160802,800.7500,804.9000,781.1500,785.8500,4700000
20160803,826.1500,858.5000,816.3500,857.0000,9552500
20160804,823.8500,836.0000,820.1000,833.0000,1485800
20160805,821.7500,831.4500,817.3000,824.8000,1300300
20160808,819.1000,829.4000,811.6000,822.0000,1514500
20160809,816.8500,824.6000,811.0500,821.0000,1240300
20160810,818.1500,820.0000,805.5500,816.7500,1152600
20160811,824.5500,827.4500,813.8000,820.0000,1739600
20160812,814.2000,835.5000,807.0000,826.0500,1651500
20160815,814.2000,814.2000,814.2000,814.2000,0
20160816,792.3500,823.8000,785.5500,813.2000,2244700
20160817,784.5500,800.8500,782.0000,790.0000,2367800
20160818,785.8000,792.4000,780.1000,789.8000,1541700
20160819,781.8500,794.4000,779.6000,785.0000,1309100
20160822,772.2500,787.3500,765.0000,784.9500,1346700
20160823,791.0000,795.8500,771.6000,776.0000,1707600
20160824,790.3500,798.3500,781.1000,795.0000,1208700
