20160516,176.8000,185.0000,175.1500,185.0000,30937000
20160517,176.8500,178.6000,175.2500,178.5000,22183100
20160518,179.9500,180.4500,173.5500,176.9000,25345200
20160519,172.7000,181.0000,171.9000,181.0000,25480500
20160520,171.3500,174.7000,170.5500,173.5000,16720600
20160523,168.4000,172.7000,168.2000,172.3000,16193100
20160524,169.5000,170.4000,166.4000,168.8000,14816700
20160525,175.1000,175.8000,171.4500,171.5000,18900800
20160526,184.1500,185.5000,173.5000,175.1000,30700900
20160527,195.9000,202.4000,181.5000,184.0000,85585800
20160530,198.8500,203.9000,194.6000,200.2000,46075900
20160531,204.9500,205.7000,196.2000,198.8000,39457600
20160601,198.2500,208.3000,196.6000,205.9500,41868000
20160602,200.5500,202.3000,195.5500,197.8500,23499800
20160603,196.6000,202.1500,195.4000,201.0000,24568700
20160606,198.9000,202.6000,197.1000,197.4500,23623500
20160607,210.1500,211.1500,200.1500,200.4500,66063100
20160608,210.7000,211.9000,207.5500,210.1500,35163000
20160609,209.9500,212.8000,208.3000,210.0000,27858100
20160610,205.9500,211.5000,205.3000,209.3500,25598200
20160613,201.8000,202.6000,200.2000,201.5000,21192500
20160614,207.7000,208.6000,203.8000,204.3500,23918900
20160615,216.0500,217.5500,208.5500,209.7500,48362700
20160616,216.0000,218.5000,213.0500,216.0000,48122300
20160617,213.4500,217.5000,211.6000,216.7500,26486600
20160620,215.9000,216.7000,207.9000,208.0000,32633700
20160621,214.0000,217.5000,213.1500,215.0000,18960300
20160622,212.9000,215.2500,211.4500,214.0000,16395500
20160623,217.5500,218.0000,212.7500,213.0000,20666600
20160624,211.2500,212.3500,202.5000,205.9000,47224600
20160627,217.1500,218.8500,210.5500,210.8000,29021600
20160628,215.9000,218.6500,215.4000,216.7500,21784000
20160629,217.2000,218.8000,216.1000,217.9000,18019500
20160630,218.8000,221.9000,217.9000,220.0000,30600900
20160701,219.6000,221.0000,218.9000,220.8000,15346800
20160704,223.0000,224.3500,222.0000,222.3500,16534500
20160705,223.5000,225.1500,221.5500,223.2500,15357000
20160706,223.5000,223.5000,223.5000,223.5000,0
20160707,220.0500,224.6000,219.3500,223.9000,12917800
20160708,218.3000,220.8500,216.5000,220.1500,16017300
20160711,224.7000,225.4500,222.0000,223.6000,15831700
20160712,226.7000,227.2000,224.1500,225.0000,19374100
20160713,227.7000,228.5000,223.9500,227.0000,18377300
20160714,232.0000,232.8500,226.0000,227.0000,21208000
20160715,231.5000,234.4000,230.8000,232.9000,15068300
20160718,228.7500,233.8500,228.2000,232.4000,11816900
20160719,229.6000,232.1500,227.0000,230.0000,19767300
20160720,231.1500,232.7500,229.2000,230.6500,18051600
20160721,225.6500,232.1000,224.4000,231.6500,13306800
20160722,223.5000,225.9000,222.1000,225.4000,12341600
20160725,229.9000,231.0000,222.7000,223.0000,18427000
20160726,226.7000,232.2000,225.9000,230.0000,14162600
20160727,229.2500,231.0000,226.8000,227.7500,17626600
20160728,231.0000,235.1500,229.3000,230.1500,26838200
20160729,229.4000,232.7000,228.4000,230.0000,15577200
20160801,227.3000,232.6500,225.3000,230.8000,16071200
20160802,228.0500,230.9000,227.3000,229.3000,16145000
20160803,226.6500,230.5000,225.8000,228.5000,14838900
20160804,225.6500,228.7000,223.2000,228.4500,17810900
20160805,232.7500,233.9000,226.9000,227.3500,21264200
20160808,233.2500,235.9000,231.7000,233.9500,16972800
20160809,235.1500,238.0000,232.6500,234.2500,19854100
20160810,231.5000,236.9000,231.0500,236.7500,16279800
20160811,227.1500,231.6000,226.1000,231.5000,16673200
20160812,243.3000,247.9500,224.4000,227.0000,86616400
20160815,243.3000,243.3000,243.3000,243.3000,0
20160816,246.7500,247.9000,242.6500,245.2500,27709800
20160817,246.2500,249.8000,244.3000,246.4500,18294000
20160818,248.4000,250.4000,246.5500,246.9000,14314900
20160819,258.5000,260.0000,253.5000,255.0000,39822500
20160822,254.8000,260.4000,254.0000,259.8000,19769800
20160823,254.7500,255.8000,251.0000,254.9000,17583700
20160824,254.4000,256.2000,253.5000,254.9500,11560200
20160825,250.1500,255.5500,248.6000,254.9000,21230700
20160826,246.6000,250.7000,245.8500,250.3000,16531900
20160829,249.0500,249.8500,244.2500,245.8500,11786100
20160830,252.2500,252.9000,249.8000,250.1500,15323200
20160831,252.5000,255.8000,251.2000,253.2500,15601500
20160901,252.0000,254.8500,251.1500,251.9500,12175800
20160902,254.6000,255.2000,251.6500,252.0000,11380200
20160905,254.6000,254.6000,254.6000,254.6000,0
20160906,260.1000,261.5000,256.0000,257.2000,16620900
20160907,266.8000,270.3000,260.4000,262.9000,30862300
20160908,268.3500,271.6000,266.9000,268.0000,14339100
20160909,264.1000,268.4000,263.3500,268.4000,11455800
20160912,252.7500,258.7500,251.8000,257.5000,18989700
20160913,252.7500,252.7500,252.7500,252.7500,0
20160914,257.5500,258.0000,253.0000,255.0000,12754900
20160915,256.0000,258.3500,254.2000,258.3500,7783600
20160916,254.3000,262.0000,253.4000,257.9500,18013400
20160919,255.6500,258.3000,255.2000,256.0000,11433200
20160920,254.4500,256.4000,253.6500,256.4000,9914500
20160921,251.1500,256.2500,250.6500,254.5000,12817100
20160922,257.9000,258.4500,255.1000,257.9000,20797300
20160923,254.5500,258.8000,253.8000,258.8000,12730200
20160926,251.6500,254.4500,250.6500,253.9500,8800100
20160927,249.0000,253.9000,248.3000,253.1500,11345300
20160928,253.7500,255.8000,248.0500,250.0000,17277500
20160929,247.2500,256.7500,243.5000,255.0000,27870600
20160930,251.2500,252.5000,245.8000,246.8500,14826200
